viewer_id,view_time,visit_date,ad_id,demographics_id
4947,9.3,2024-07-12,42,26
16467,11.55,2024-07-12,73,30
5953,8.34,2024-07-12,67,11
9324,1.1,2024-07-12,36,7
14297,14.67,2024-07-12,67,2
4250,0.9,2024-07-12,42,23
8199,4.25,2024-07-12,74,19
8751,0.32,2024-07-12,71,19
16695,2.39,2024-07-12,62,12
11523,11.86,2024-07-12,52,8
2738,4.56,2024-07-12,23,30
3473,10.17,2024-07-12,74,7
13006,0.11,2024-07-12,47,11
12212,10.61,2024-07-12,5,22
13319,10.51,2024-07-13,38,16
3689,9.93,2024-07-13,62,17
3589,14.56,2024-07-13,71,9
6179,1.02,2024-07-13,2,22
9810,9.06,2024-07-13,15,28
14582,6.64,2024-07-13,12,10
1101,1.83,2024-07-13,33,1
1597,8.0,2024-07-13,37,24
5592,8.3,2024-07-13,26,20
5774,10.64,2024-07-13,40,14
764,8.24,2024-07-13,33,14
5342,2.54,2024-07-13,37,30
12708,11.19,2024-07-13,30,18
12690,12.02,2024-07-13,62,6
12541,2.7,2024-07-13,45,3
10703,4.2,2024-07-13,69,28
740,10.05,2024-07-13,74,9
9966,4.96,2024-07-13,67,13
6571,13.89,2024-07-13,31,19
15074,2.9,2024-07-13,51,19
9693,7.48,2024-07-13,13,24
10986,11.45,2024-07-13,59,21
15538,8.8,2024-07-13,33,4
11894,7.02,2024-07-13,31,12
2815,3.9,2024-07-13,6,21
6074,10.01,2024-07-13,4,1
14162,13.69,2024-07-13,58,9
16125,6.35,2024-07-13,17,6
2438,11.42,2024-07-13,18,9
3371,9.93,2024-07-13,69,10
4103,14.95,2024-07-13,8,25
15765,6.91,2024-07-13,5,5
13000,10.46,2024-07-13,69,18
5050,10.87,2024-07-13,32,30
3912,0.7,2024-07-13,34,3
3910,7.05,2024-07-13,67,6
2977,14.74,2024-07-13,46,16
2630,12.91,2024-07-13,40,8
544,4.68,2024-07-13,3,16
15304,2.94,2024-07-13,32,15
15461,8.88,2024-07-13,27,7
1960,3.34,2024-07-13,37,15
16551,11.03,2024-07-13,60,19
17224,9.23,2024-07-13,51,25
15295,12.15,2024-07-14,23,9
8273,13.63,2024-07-14,70,15
16391,1.5,2024-07-14,6,23
5121,2.24,2024-07-14,21,12
16956,14.12,2024-07-14,22,29
11900,4.67,2024-07-14,9,19
730,7.06,2024-07-14,46,24
5052,8.04,2024-07-14,16,21
14610,11.23,2024-07-14,73,12
12676,4.0,2024-07-14,25,3
6323,10.28,2024-07-14,19,26
8474,8.09,2024-07-14,3,29
12169,14.14,2024-07-14,38,5
12892,3.7,2024-07-14,36,14
780,12.48,2024-07-14,42,3
1498,5.45,2024-07-14,37,3
8007,4.4,2024-07-14,12,7
3617,6.26,2024-07-14,44,27
4778,3.41,2024-07-14,24,3
16007,4.46,2024-07-14,71,15
1714,5.53,2024-07-14,31,6
301,8.18,2024-07-14,22,29
4713,3.06,2024-07-14,44,17
16372,10.42,2024-07-14,48,30
13212,13.43,2024-07-14,67,14
12367,12.96,2024-07-14,3,22
4956,12.57,2024-07-14,42,6
11390,5.98,2024-07-14,30,21
11403,11.09,2024-07-14,55,11
6862,10.04,2024-07-14,34,27
15931,6.93,2024-07-14,75,14
10370,1.78,2024-07-14,5,13
17093,3.83,2024-07-14,19,16
8926,13.22,2024-07-14,1,20
1325,1.97,2024-07-14,37,2
15079,14.18,2024-07-14,74,20
3414,10.85,2024-07-14,71,24
7672,9.2,2024-07-14,35,20
11883,2.28,2024-07-14,47,6
9888,1.94,2024-07-14,14,1
4079,0.57,2024-07-14,61,22
13103,6.83,2024-07-14,51,15
8615,12.93,2024-07-14,36,25
14474,10.45,2024-07-14,28,16
15869,12.96,2024-07-14,17,14
11518,3.13,2024-07-14,58,6
12450,14.46,2024-07-14,27,10
15873,3.33,2024-07-14,73,20
3928,13.61,2024-07-14,51,29
547,5.95,2024-07-14,67,14
13316,12.68,2024-07-14,3,2
14519,10.71,2024-07-14,15,15
2164,13.02,2024-07-14,61,24
14347,7.86,2024-07-14,16,17
17212,12.06,2024-07-14,51,4
15989,8.78,2024-07-14,77,5
14207,7.96,2024-07-14,4,6
15251,2.26,2024-07-14,58,12
16531,3.15,2024-07-14,1,9
10825,0.97,2024-07-14,74,9
10695,9.37,2024-07-14,75,22
156,5.07,2024-07-14,70,21
6355,12.89,2024-07-14,27,24
12247,13.37,2024-07-14,22,16
17213,4.14,2024-07-14,51,6
4220,3.16,2024-07-14,35,21
15531,8.33,2024-07-14,76,13
10869,3.39,2024-07-14,55,15
9092,13.76,2024-07-14,19,22
5687,12.77,2024-07-14,46,4
14747,10.96,2024-07-15,17,13
2742,7.4,2024-07-15,48,20
8262,8.59,2024-07-15,29,8
15182,11.11,2024-07-15,1,14
256,1.1,2024-07-15,42,25
8424,4.69,2024-07-15,19,13
8577,3.44,2024-07-15,67,17
14968,8.53,2024-07-15,50,22
8662,0.68,2024-07-15,54,16
15122,1.0,2024-07-15,38,1
15171,12.26,2024-07-15,8,24
3107,4.14,2024-07-15,75,27
16495,5.81,2024-07-15,13,25
11701,6.0,2024-07-15,35,1
8148,11.95,2024-07-15,18,9
347,4.19,2024-07-15,11,11
12225,14.73,2024-07-15,65,17
8984,5.35,2024-07-15,25,2
5449,7.0,2024-07-15,48,7
12930,1.62,2024-07-15,15,1
7007,1.23,2024-07-15,33,10
1792,8.08,2024-07-15,31,18
14174,9.73,2024-07-15,41,8
1222,9.83,2024-07-15,4,15
7485,14.53,2024-07-15,51,1
77,6.88,2024-07-15,13,15
4446,4.87,2024-07-15,42,23
5446,13.44,2024-07-15,42,6
15802,11.85,2024-07-15,66,30
14245,9.87,2024-07-15,40,2
16145,9.63,2024-07-15,13,26
4831,5.61,2024-07-15,41,7
14441,3.28,2024-07-15,27,9
11452,4.49,2024-07-15,63,4
1299,11.87,2024-07-15,41,1
4070,14.47,2024-07-15,66,1
13653,14.13,2024-07-15,13,10
13508,2.99,2024-07-15,24,13
7034,11.2,2024-07-15,18,18
16008,12.45,2024-07-15,47,18
6746,5.41,2024-07-15,53,25
9908,13.39,2024-07-15,53,9
9912,9.18,2024-07-15,10,25
6680,6.51,2024-07-15,41,14
14314,14.39,2024-07-15,8,4
10804,0.84,2024-07-15,11,3
10188,2.2,2024-07-15,17,22
7052,13.41,2024-07-15,64,17
16692,8.01,2024-07-15,37,13
15587,11.8,2024-07-15,77,4
13609,5.18,2024-07-15,7,24
16536,3.26,2024-07-15,28,7
15417,8.65,2024-07-15,29,20
6174,7.46,2024-07-15,66,7
1113,3.36,2024-07-15,25,6
13259,14.57,2024-07-15,30,12
4984,10.44,2024-07-15,56,24
14608,5.57,2024-07-15,35,11
14634,0.61,2024-07-15,64,26
17016,11.26,2024-07-15,1,28
10090,3.46,2024-07-15,36,30
13193,14.13,2024-07-15,21,18
11661,4.54,2024-07-15,3,19
10854,5.62,2024-07-15,48,5
436,3.74,2024-07-16,68,4
182,14.76,2024-07-16,74,15
9508,9.92,2024-07-16,50,22
11227,6.96,2024-07-16,11,1
13462,7.77,2024-07-16,72,11
3202,4.04,2024-07-16,14,17
5599,11.66,2024-07-16,7,27
5416,8.83,2024-07-16,12,17
13964,10.32,2024-07-16,26,14
9449,13.44,2024-07-16,10,24
4295,8.8,2024-07-16,53,15
8178,12.42,2024-07-16,72,27
4033,0.11,2024-07-16,6,2
1984,0.73,2024-07-16,13,8
9897,1.45,2024-07-16,30,23
12540,7.76,2024-07-16,13,27
13510,6.42,2024-07-16,26,2
997,6.65,2024-07-16,16,15
12053,7.46,2024-07-16,46,12
5059,4.21,2024-07-16,31,19
15902,11.54,2024-07-16,70,3
15887,0.97,2024-07-16,76,23
17100,2.8,2024-07-16,33,20
14936,14.9,2024-07-16,19,26
11710,1.27,2024-07-16,23,17
15731,3.15,2024-07-17,32,19
3675,5.66,2024-07-17,71,21
13657,2.93,2024-07-17,55,12
14442,1.45,2024-07-17,38,19
15302,6.02,2024-07-17,42,1
1865,2.11,2024-07-17,64,8
2946,14.23,2024-07-17,12,7
5147,10.49,2024-07-17,75,15
5497,11.71,2024-07-17,53,11
15717,14.96,2024-07-17,1,2
8919,4.49,2024-07-17,7,30
7721,14.25,2024-07-17,34,21
264,12.51,2024-07-17,70,25
15080,5.63,2024-07-17,21,16
10204,5.3,2024-07-17,3,30
12504,5.29,2024-07-17,44,6
14420,12.87,2024-07-17,68,7
9650,13.53,2024-07-17,21,29
15809,14.73,2024-07-17,56,2
9012,2.42,2024-07-17,23,25
15848,13.95,2024-07-17,45,17
4084,10.67,2024-07-17,73,22
9742,2.04,2024-07-17,50,1
2959,10.33,2024-07-17,77,2
15264,4.03,2024-07-17,49,21
9919,13.85,2024-07-17,63,4
3271,1.46,2024-07-17,49,13
14160,3.4,2024-07-17,57,5
9383,12.24,2024-07-17,3,24
7403,5.12,2024-07-17,20,14
12940,8.29,2024-07-17,72,7
16797,12.71,2024-07-17,44,6
7181,7.23,2024-07-17,14,14
2056,3.64,2024-07-17,19,13
10485,6.18,2024-07-17,24,13
122,11.68,2024-07-17,16,23
11610,1.32,2024-07-17,66,18
6890,6.24,2024-07-17,48,29
4555,2.84,2024-07-17,5,5
10617,6.1,2024-07-17,56,24
127,13.94,2024-07-17,61,30
14660,9.38,2024-07-17,13,18
2893,4.0,2024-07-17,62,26
209,14.78,2024-07-17,58,22
15347,10.1,2024-07-17,53,21
10952,11.28,2024-07-17,39,23
2157,11.77,2024-07-17,46,26
2879,5.83,2024-07-17,58,6
1559,12.05,2024-07-17,34,8
2795,6.99,2024-07-17,74,22
1843,7.41,2024-07-17,63,1
13107,0.34,2024-07-17,26,22
3693,11.76,2024-07-17,29,21
16283,4.69,2024-07-17,31,9
9083,5.82,2024-07-17,48,15
5117,4.15,2024-07-17,21,30
6741,14.49,2024-07-17,34,25
15792,9.91,2024-07-17,3,13
2017,2.24,2024-07-17,3,19
15222,10.21,2024-07-17,6,9
12438,4.38,2024-07-17,72,10
11153,8.82,2024-07-17,77,19
14700,9.29,2024-07-17,14,22
9172,3.28,2024-07-17,63,14
16165,9.15,2024-07-17,35,27
8189,9.89,2024-07-18,76,8
4242,7.76,2024-07-18,31,3
15611,1.81,2024-07-18,55,28
9972,1.02,2024-07-18,7,19
10039,5.52,2024-07-18,56,9
11555,6.21,2024-07-18,23,30
10900,7.02,2024-07-18,34,23
14113,3.59,2024-07-18,5,13
14190,0.49,2024-07-18,29,27
16539,0.23,2024-07-18,5,26
14806,13.38,2024-07-18,61,27
8495,0.08,2024-07-18,59,20
14230,8.25,2024-07-18,21,23
11775,5.48,2024-07-18,22,11
9218,13.91,2024-07-18,21,12
63,10.27,2024-07-18,17,10
8851,1.36,2024-07-18,53,26
11720,8.47,2024-07-18,30,15
8558,11.41,2024-07-18,27,13
640,14.61,2024-07-18,56,17
8303,7.59,2024-07-18,18,14
12900,14.78,2024-07-18,71,17
934,8.09,2024-07-18,26,23
14990,0.34,2024-07-18,77,26
16716,0.35,2024-07-18,77,24
9532,12.88,2024-07-18,51,19
10738,4.68,2024-07-18,33,22
8633,10.57,2024-07-18,15,30
12386,3.34,2024-07-18,22,28
5802,12.13,2024-07-18,3,9
12482,14.82,2024-07-18,33,9
7054,3.23,2024-07-18,64,15
5888,8.61,2024-07-18,54,18
10383,11.32,2024-07-18,37,4
15836,5.39,2024-07-18,38,12
3738,8.07,2024-07-18,7,12
3812,2.41,2024-07-18,77,1
15698,8.31,2024-07-18,45,2
16875,14.39,2024-07-18,19,16
16549,9.92,2024-07-18,67,7
14693,11.46,2024-07-18,76,3
1915,1.74,2024-07-18,11,2
3953,0.34,2024-07-18,51,19
5937,6.36,2024-07-18,35,1
15158,2.86,2024-07-18,63,20
12330,12.38,2024-07-18,60,27
1232,9.37,2024-07-18,22,9
6284,1.38,2024-07-18,54,24
4879,6.92,2024-07-18,67,2
11223,2.66,2024-07-18,53,30
7580,2.82,2024-07-19,19,26
11706,6.51,2024-07-19,24,26
1592,3.76,2024-07-19,25,11
3471,4.71,2024-07-19,20,27
3227,9.94,2024-07-19,14,2
8794,12.37,2024-07-19,46,12
12909,11.03,2024-07-19,71,28
14092,14.2,2024-07-19,13,28
2949,9.74,2024-07-19,12,16
1406,13.58,2024-07-19,16,24
7367,8.93,2024-07-19,44,25
242,7.84,2024-07-19,19,9
11125,11.98,2024-07-19,71,9
12610,2.73,2024-07-19,24,7
10744,14.18,2024-07-19,46,8
6139,14.98,2024-07-20,40,29
4473,12.08,2024-07-20,13,27
4971,1.4,2024-07-20,40,19
9597,11.79,2024-07-20,32,25
3055,13.28,2024-07-20,28,9
17198,0.76,2024-07-20,67,8
7090,8.42,2024-07-20,21,6
1793,14.0,2024-07-20,70,7
16735,5.53,2024-07-20,12,12
15777,10.83,2024-07-20,12,20
12175,4.96,2024-07-20,28,1
2969,13.82,2024-07-20,16,6
11349,3.17,2024-07-20,14,13
15460,1.83,2024-07-20,34,14
6164,9.66,2024-07-20,16,26
4610,5.33,2024-07-20,8,25
11509,11.43,2024-07-20,48,24
6921,0.92,2024-07-20,1,13
4534,3.13,2024-07-20,59,6
11198,8.56,2024-07-20,64,5
15901,8.32,2024-07-20,9,9
1183,12.93,2024-07-20,51,16
14143,2.91,2024-07-20,47,2
13938,0.48,2024-07-20,63,11
12782,2.85,2024-07-20,33,13
14105,4.64,2024-07-20,9,10
4579,5.58,2024-07-20,20,22
16593,8.5,2024-07-20,12,2
3848,6.54,2024-07-20,18,5
4800,8.36,2024-07-20,35,21
7600,0.35,2024-07-20,46,1
11747,11.75,2024-07-20,68,26
4819,9.18,2024-07-20,45,10
1686,14.63,2024-07-20,67,21
10160,9.89,2024-07-20,54,18
5885,4.35,2024-07-20,46,18
9419,7.91,2024-07-20,58,26
1847,2.89,2024-07-20,1,17
11042,9.05,2024-07-20,70,22
1335,3.56,2024-07-20,3,9
12764,0.18,2024-07-20,17,13
12521,9.28,2024-07-20,57,23
14455,8.97,2024-07-20,41,30
2221,0.08,2024-07-20,52,8
5838,6.68,2024-07-20,71,12
17172,10.88,2024-07-20,64,18
14381,4.65,2024-07-20,11,16
4146,14.91,2024-07-20,20,28
8342,10.42,2024-07-20,24,21
2662,10.48,2024-07-20,32,30
2870,12.03,2024-07-20,74,19
11318,1.11,2024-07-20,45,20
421,9.45,2024-07-20,2,8
13663,1.86,2024-07-20,66,20
11875,7.96,2024-07-20,70,5
7813,5.74,2024-07-20,54,17
5115,4.81,2024-07-20,76,1
3408,13.6,2024-07-20,25,25
972,12.36,2024-07-20,59,20
7640,7.17,2024-07-21,72,14
4197,11.99,2024-07-21,13,29
16765,12.17,2024-07-21,10,20
16738,6.91,2024-07-21,35,21
493,0.44,2024-07-21,61,19
2564,7.15,2024-07-21,43,2
5422,10.09,2024-07-21,58,16
7762,13.23,2024-07-21,38,26
8538,11.47,2024-07-21,12,26
15629,13.22,2024-07-21,56,24
4417,12.26,2024-07-21,56,26
5900,12.61,2024-07-21,42,2
6860,10.35,2024-07-21,54,17
13975,7.1,2024-07-21,56,26
7588,1.93,2024-07-21,56,2
892,3.75,2024-07-21,51,25
4712,8.07,2024-07-21,52,16
13089,2.13,2024-07-21,60,16
13074,0.0,2024-07-21,10,4
7271,0.98,2024-07-22,59,24
306,4.62,2024-07-22,64,29
4942,6.15,2024-07-22,53,23
7076,9.97,2024-07-22,64,25
15621,14.35,2024-07-22,49,24
15301,13.43,2024-07-22,23,17
15639,2.5,2024-07-22,23,2
3035,12.6,2024-07-22,67,13
5023,11.85,2024-07-22,26,16
16450,11.29,2024-07-22,10,13
5087,2.85,2024-07-22,16,17
13820,1.2,2024-07-22,26,13
850,13.09,2024-07-22,32,8
14901,2.75,2024-07-22,27,23
8017,0.11,2024-07-22,51,28
7360,5.09,2024-07-22,76,20
16604,3.45,2024-07-22,73,30
8123,5.72,2024-07-22,27,15
11952,11.92,2024-07-22,18,14
10841,8.52,2024-07-22,2,30
3946,12.17,2024-07-22,28,27
9432,12.04,2024-07-22,15,23
6451,11.07,2024-07-22,56,29
9290,1.18,2024-07-22,42,8
8684,10.62,2024-07-22,25,23
534,10.49,2024-07-22,35,11
14540,12.53,2024-07-22,57,18
3445,12.76,2024-07-22,26,10
6044,4.67,2024-07-22,19,12
1201,3.65,2024-07-22,20,8
8693,0.59,2024-07-22,61,3
15400,0.38,2024-07-22,67,30
16589,7.5,2024-07-22,42,7
8718,14.48,2024-07-22,75,6
6218,10.28,2024-07-22,41,20
3666,9.05,2024-07-22,34,17
16878,2.12,2024-07-22,30,21
3614,7.21,2024-07-22,19,29
9334,2.68,2024-07-22,62,29
6290,7.13,2024-07-22,25,11
2049,14.36,2024-07-22,31,19
15500,9.2,2024-07-22,34,20
7791,14.75,2024-07-22,62,28
4977,8.26,2024-07-22,45,27
52,4.0,2024-07-22,37,14
15257,4.91,2024-07-22,46,29
10454,8.76,2024-07-22,45,12
625,11.43,2024-07-22,61,21
21,10.47,2024-07-22,2,5
4239,7.49,2024-07-22,11,30
4217,9.2,2024-07-22,51,20
8534,8.25,2024-07-22,6,22
11045,5.59,2024-07-22,37,13
9565,7.53,2024-07-22,26,29
6719,13.15,2024-07-22,72,19
12096,7.42,2024-07-22,37,1
8761,1.5,2024-07-22,39,16
1102,5.3,2024-07-23,13,19
2370,3.48,2024-07-23,2,15
16616,12.03,2024-07-23,32,24
11580,5.0,2024-07-23,36,14
11481,4.5,2024-07-23,8,1
17010,13.96,2024-07-23,54,6
16675,4.23,2024-07-23,7,20
5308,2.13,2024-07-23,56,8
5465,3.97,2024-07-23,35,24
10647,5.99,2024-07-23,68,3
6360,6.11,2024-07-23,31,27
13021,9.11,2024-07-23,43,9
5,10.15,2024-07-23,52,9
6695,2.23,2024-07-23,2,29
1303,11.08,2024-07-23,18,15
6565,1.75,2024-07-23,42,9
10691,12.31,2024-07-23,64,12
10791,7.1,2024-07-23,32,7
10954,5.0,2024-07-23,47,25
2826,12.46,2024-07-23,15,21
6732,13.07,2024-07-23,15,20
12843,4.23,2024-07-23,70,21
13110,10.38,2024-07-23,62,9
10711,8.88,2024-07-23,35,16
16059,9.98,2024-07-23,18,5
6460,9.42,2024-07-23,8,14
8563,11.5,2024-07-23,54,21
6524,9.27,2024-07-23,63,25
12127,14.37,2024-07-23,1,4
4423,6.64,2024-07-23,67,27
3395,3.0,2024-07-23,54,30
9417,5.78,2024-07-23,27,3
15451,9.65,2024-07-23,6,15
2149,1.4,2024-07-23,12,13
14386,13.48,2024-07-23,18,8
14210,4.5,2024-07-23,74,25
14004,13.26,2024-07-23,49,13
16462,1.67,2024-07-23,13,1
2058,3.07,2024-07-23,20,26
1697,5.0,2024-07-23,34,23
348,9.62,2024-07-23,58,9
14563,0.76,2024-07-23,3,10
7897,2.29,2024-07-23,64,10
11117,6.5,2024-07-23,19,13
10116,0.78,2024-07-23,10,1
3929,7.75,2024-07-23,19,27
16171,6.8,2024-07-23,35,26
11644,5.32,2024-07-23,14,14
1985,11.11,2024-07-23,17,22
2006,13.2,2024-07-23,35,19
731,9.77,2024-07-23,20,30
16267,12.6,2024-07-23,34,28
12324,8.01,2024-07-23,50,19
11683,13.7,2024-07-23,70,9
7675,3.74,2024-07-23,31,8
10250,8.62,2024-07-23,26,16
16246,7.26,2024-07-23,61,11
3607,9.75,2024-07-23,76,30
9170,14.54,2024-07-23,50,6
9299,4.45,2024-07-23,59,27
10287,8.77,2024-07-23,45,28
3708,7.96,2024-07-23,36,23
1645,9.23,2024-07-23,9,26
15519,1.97,2024-07-23,26,22
2077,2.19,2024-07-23,72,16
3111,9.35,2024-07-23,29,22
333,1.62,2024-07-23,36,5
12261,5.24,2024-07-23,69,8
13612,10.86,2024-07-24,6,17
5812,4.14,2024-07-24,63,10
13153,8.7,2024-07-24,25,6
5586,8.9,2024-07-24,33,10
16678,1.51,2024-07-24,51,3
3072,12.28,2024-07-24,58,18
4619,11.01,2024-07-24,70,17
6762,11.85,2024-07-24,24,12
13726,2.21,2024-07-24,15,4
189,6.73,2024-07-24,75,21
12798,2.09,2024-07-24,17,19
5362,3.92,2024-07-24,64,1
6043,7.19,2024-07-24,74,13
1052,7.82,2024-07-24,34,11
11797,7.8,2024-07-24,60,7
1413,9.22,2024-07-24,41,16
15631,10.99,2024-07-24,25,13
13742,0.77,2024-07-24,22,16
11297,12.33,2024-07-24,32,14
5300,8.19,2024-07-24,30,10
8981,4.72,2024-07-24,45,13
7941,10.15,2024-07-24,8,1
5688,6.88,2024-07-24,1,14
9392,0.51,2024-07-24,72,24
7357,11.93,2024-07-24,36,19
17286,8.97,2024-07-24,64,9
3976,9.01,2024-07-24,72,13
4787,8.12,2024-07-24,12,5
1577,9.6,2024-07-24,23,19
11612,9.15,2024-07-24,12,23
5895,13.5,2024-07-24,48,18
7494,9.68,2024-07-24,20,23
15218,11.78,2024-07-24,1,19
15408,7.32,2024-07-24,39,20
5535,8.11,2024-07-24,11,10
1741,10.36,2024-07-24,45,16
2699,3.83,2024-07-24,26,21
3383,9.92,2024-07-25,76,22
9869,9.84,2024-07-25,6,10
12063,4.84,2024-07-25,6,7
15385,5.84,2024-07-25,11,27
16160,9.6,2024-07-25,45,19
15536,7.87,2024-07-25,1,30
271,4.49,2024-07-25,61,19
9176,2.49,2024-07-25,10,3
1835,13.15,2024-07-25,12,25
6801,6.26,2024-07-25,7,1
2858,9.29,2024-07-25,63,25
1751,9.93,2024-07-25,38,29
8181,12.16,2024-07-25,7,17
1318,1.52,2024-07-25,34,9
16020,5.73,2024-07-25,17,10
12097,12.5,2024-07-25,46,9
1963,4.48,2024-07-25,59,19
9971,10.55,2024-07-25,10,28
15275,9.08,2024-07-25,49,5
12997,11.48,2024-07-25,2,3
5385,5.98,2024-07-25,30,24
11370,0.21,2024-07-25,51,13
16498,4.93,2024-07-25,43,3
10656,9.75,2024-07-25,42,14
9471,0.44,2024-07-25,50,6
4735,12.96,2024-07-25,26,15
7016,5.92,2024-07-25,77,7
8785,8.44,2024-07-25,3,30
12874,0.29,2024-07-25,18,21
10536,0.3,2024-07-25,72,15
2587,0.13,2024-07-25,1,10
15953,1.81,2024-07-25,28,25
1688,11.92,2024-07-25,67,7
8062,0.69,2024-07-25,11,30
5073,7.46,2024-07-25,67,2
11484,2.32,2024-07-25,26,22
4905,1.85,2024-07-25,43,4
10293,6.32,2024-07-25,2,5
9339,14.91,2024-07-25,60,6
16063,1.43,2024-07-25,36,23
16624,4.33,2024-07-25,44,16
6282,3.39,2024-07-25,29,3
4728,0.8,2024-07-25,11,10
10006,14.25,2024-07-25,45,12
13111,3.23,2024-07-25,12,24
13133,0.66,2024-07-25,32,2
16229,0.33,2024-07-25,41,3
8481,8.53,2024-07-25,29,27
6489,13.6,2024-07-25,18,13
13394,5.43,2024-07-25,73,10
16459,2.18,2024-07-26,45,28
1362,12.77,2024-07-26,67,25
15732,10.92,2024-07-26,42,13
2387,2.8,2024-07-26,4,5
16598,8.67,2024-07-26,26,30
10347,8.82,2024-07-26,18,25
3798,8.3,2024-07-26,63,5
14854,1.1,2024-07-26,61,27
3027,10.46,2024-07-26,73,9
13520,12.71,2024-07-26,5,27
11172,8.42,2024-07-26,9,4
8908,0.45,2024-07-26,39,4
14935,7.61,2024-07-26,62,10
13361,2.0,2024-07-26,28,1
3981,3.97,2024-07-26,23,12
9639,11.02,2024-07-26,65,19
5258,3.53,2024-07-26,59,3
3703,3.2,2024-07-26,63,7
7996,2.78,2024-07-26,11,7
9317,1.39,2024-07-26,68,3
15934,0.72,2024-07-26,34,27
8894,12.42,2024-07-26,71,24
16305,0.93,2024-07-26,58,17
491,3.29,2024-07-26,12,14
16870,3.86,2024-07-26,75,30
13624,12.15,2024-07-26,52,26
7092,8.39,2024-07-26,42,9
10821,14.11,2024-07-26,30,18
3958,0.59,2024-07-26,37,7
15635,9.61,2024-07-26,73,1
14128,11.84,2024-07-26,8,12
1970,4.13,2024-07-26,10,11
6550,9.29,2024-07-26,14,10
1773,5.23,2024-07-26,73,9
8506,2.33,2024-07-26,3,27
13136,8.38,2024-07-26,17,8
14416,5.7,2024-07-26,1,28
5156,6.99,2024-07-26,63,22
6908,6.88,2024-07-26,31,12
13439,10.43,2024-07-26,24,3
8142,8.03,2024-07-26,30,23
7029,10.57,2024-07-26,4,15
14089,10.28,2024-07-26,30,2
16646,2.98,2024-07-26,73,22
7734,2.3,2024-07-26,43,17
4474,6.58,2024-07-26,58,2
7703,7.59,2024-07-26,11,30
4117,4.15,2024-07-26,64,18
3304,13.6,2024-07-26,59,1
11094,12.38,2024-07-26,37,22
11604,8.48,2024-07-26,20,23
14002,14.83,2024-07-26,23,23
13518,12.02,2024-07-26,54,29
6983,6.8,2024-07-26,55,23
10819,14.16,2024-07-26,28,16
7249,4.55,2024-07-26,9,8
2731,4.23,2024-07-26,21,6
14879,0.27,2024-07-26,63,26
5619,7.5,2024-07-27,64,20
9783,12.45,2024-07-27,63,14
11238,14.98,2024-07-27,64,12
15459,14.22,2024-07-27,66,8
4181,11.46,2024-07-27,31,28
2073,5.56,2024-07-27,3,9
8002,6.13,2024-07-27,44,25
8065,6.66,2024-07-27,73,29
2810,1.37,2024-07-27,32,29
13767,0.37,2024-07-27,48,21
4447,2.51,2024-07-27,39,26
2980,1.33,2024-07-27,46,4
309,12.91,2024-07-27,19,13
2337,5.87,2024-07-27,22,24
11377,11.84,2024-07-27,22,24
3376,5.7,2024-07-27,13,9
10906,8.8,2024-07-27,53,28
12808,2.76,2024-07-27,55,30
2379,5.83,2024-07-27,14,15
13758,7.19,2024-07-27,69,26
7063,13.5,2024-07-27,60,10
9677,10.19,2024-07-27,3,22
9272,1.49,2024-07-28,65,15
16191,7.53,2024-07-28,23,11
7863,3.06,2024-07-28,17,5
11049,5.47,2024-07-28,48,10
4091,9.85,2024-07-28,66,6
6353,7.29,2024-07-28,30,25
9125,10.68,2024-07-28,60,15
4526,9.87,2024-07-28,31,5
9447,12.62,2024-07-28,71,7
2654,3.05,2024-07-28,17,24
583,1.3,2024-07-28,32,28
10206,9.01,2024-07-28,75,10
863,13.55,2024-07-28,17,7
2013,10.07,2024-07-28,70,19
15613,0.95,2024-07-28,7,4
6912,0.45,2024-07-28,17,30
15940,12.02,2024-07-28,53,9
5231,7.97,2024-07-28,21,27
10000,14.22,2024-07-28,62,7
10512,9.07,2024-07-28,46,23
14980,12.59,2024-07-28,62,22
14518,10.71,2024-07-28,59,6
13274,14.76,2024-07-28,44,29
8162,9.98,2024-07-28,11,25
3103,1.01,2024-07-28,47,1
15518,14.38,2024-07-28,46,28
3377,8.21,2024-07-28,70,5
2743,11.59,2024-07-28,31,5
4163,4.04,2024-07-28,48,4
14301,1.92,2024-07-28,34,29
2451,5.5,2024-07-28,15,15
13167,9.68,2024-07-28,46,12
11387,3.43,2024-07-28,15,7
14006,9.06,2024-07-28,67,9
3820,13.99,2024-07-28,46,16
2473,9.49,2024-07-29,25,23
5350,12.77,2024-07-29,61,8
14237,4.46,2024-07-29,10,23
9399,5.28,2024-07-29,49,23
11382,13.59,2024-07-29,7,13
11991,9.02,2024-07-29,53,2
4265,8.64,2024-07-29,38,24
14127,1.25,2024-07-29,59,13
785,12.52,2024-07-29,27,21
11454,3.74,2024-07-29,7,2
4470,14.73,2024-07-29,73,2
14242,0.61,2024-07-29,45,10
11786,1.23,2024-07-29,12,14
9140,2.41,2024-07-29,24,6
16914,13.36,2024-07-29,16,2
7458,12.14,2024-07-29,47,8
10858,12.56,2024-07-29,48,25
15820,0.99,2024-07-29,51,27
3037,5.41,2024-07-29,63,17
13045,0.82,2024-07-29,11,30
4088,9.6,2024-07-29,50,22
9020,5.09,2024-07-30,41,13
16421,2.46,2024-07-30,75,15
144,6.35,2024-07-30,11,4
16814,2.04,2024-07-30,30,23
4716,7.25,2024-07-30,65,25
